unit_id,video_file,annotator,verse_ref,mention_type,has_explicit_ref,uncertain,notes,created_at
kn_gita-1st_video_0006,gita-1st_video,Maitreyi,BG 2.2,T2,0,0,,2026-08-22T00:03:45
kn_gita-1st_video_0007,gita-1st_video,Maitreyi,BG 2.2,T2,0,0,,2026-08-22T00:04:18
kn_gita-1st_video_0008,gita-1st_video,Maitreyi,BG 2.2,T1,0,0,,2026-08-22T00:04:57
kn_gita-1st_video_0008,gita-1st_video,Maitreyi,BG 2.3,T1,0,0,,2026-08-22T00:04:57
kn_gita-1st_video_0009,gita-1st_video,Maitreyi,BG 2.3,T2,0,0,,2026-08-22T00:05:18
kn_gita-1st_video_0010,gita-1st_video,Maitreyi,BG 2.3,T2,0,0,,2026-08-22T00:05:41
kn_gita-1st_video_0011,gita-1st_video,Maitreyi,BG 2.3,T2,0,0,,2026-08-22T00:06:17
kn_gita-1st_video_0012,gita-1st_video,Maitreyi,BG 2.3,T2,0,0,,2026-08-22T00:06:44
kn_gita-1st_video_0013,gita-1st_video,Maitreyi,BG 2.7,T2,0,0,,2026-08-22T00:09:58
kn_gita-1st_video_0014,gita-1st_video,Maitreyi,BG 2.3,T1,0,0,,2026-08-22T00:10:12
kn_gita-2nd_video_0000,gita-2nd_video,Maitreyi,BG 2.4,T1,0,0,,2026-08-26T00:51:45
kn_gita-2nd_video_0000,gita-2nd_video,Maitreyi,BG 2.3,T2,0,0,,2026-08-26T00:51:54
kn_gita-2nd_video_0001,gita-2nd_video,Maitreyi,BG 2.4,T2,0,0,,2026-08-26T00:53:18
kn_gita-2nd_video_0002,gita-2nd_video,Maitreyi,BG 2.4,T4,0,0,,2026-08-26T00:54:14
kn_gita-2nd_video_0003,gita-2nd_video,Maitreyi,BG 2.4,T1,0,0,,2026-08-26T00:57:29
kn_gita-2nd_video_0003,gita-2nd_video,Maitreyi,BG 2.5,T1,0,0,,2026-08-26T00:57:29
kn_gita-2nd_video_0004,gita-2nd_video,Maitreyi,BG 2.5,T2,0,0,,2026-08-26T00:57:54
kn_gita-2nd_video_0005,gita-2nd_video,Maitreyi,BG 2.5,T2,0,0,,2026-08-26T00:58:11
kn_gita-2nd_video_0006,gita-2nd_video,Maitreyi,BG 2.5,T2,0,0,,2026-08-26T00:58:54
kn_gita-2nd_video_0007,gita-2nd_video,Maitreyi,BG 2.5,T2,0,0,,2026-08-26T00:59:08
kn_gita-2nd_video_0008,gita-2nd_video,Maitreyi,BG 2.5,T1,0,0,,2026-08-26T00:59:25
kn_gita-2nd_video_0008,gita-2nd_video,Maitreyi,BG 2.6,T1,0,0,,2026-08-26T00:59:25
kn_gita-2nd_video_0009,gita-2nd_video,Maitreyi,BG 2.6,T2,0,0,,2026-08-26T00:59:41
kn_gita-2nd_video_0010,gita-2nd_video,Maitreyi,BG 2.6,T2,0,0,,2026-08-26T00:59:54
kn_gita-2nd_video_0011,gita-2nd_video,Maitreyi,BG 2.6,T1,0,0,,2026-08-26T01:00:07
kn_gita-2nd_video_0012,gita-2nd_video,Maitreyi,NONE,NONE,0,0,,2026-08-26T01:00:19
kn_gita-2nd_video_0008,gita-2nd_video,Maitreyi,BG 2.5,T1,1,0,,2026-08-26T01:12:13
kn_gita-2nd_video_0000,gita-2nd_video,Maitreyi,BG 2.4,T1,1,0,,2026-08-26T01:13:22
kn_gita-3rd_video_0000,gita-3rd_video,Maitreyi,BG 2.7,T1,1,0,,2026-08-26T08:47:37
kn_gita-3rd_video_0001,gita-3rd_video,Maitreyi,BG 2.7,T2,0,0,,2026-08-26T08:47:49
kn_gita-3rd_video_0002,gita-3rd_video,Maitreyi,BG 2.7,T2,0,0,,2026-08-26T08:48:04
kn_gita-3rd_video_0003,gita-3rd_video,Maitreyi,BG 2.7,T2,0,0,,2026-08-26T08:48:30
kn_gita-3rd_video_0004,gita-3rd_video,Maitreyi,BG 2.3,T2,0,0,,2026-08-26T08:49:21
kn_gita-3rd_video_0004,gita-3rd_video,Maitreyi,BG 2.7,T2,0,0,,2026-08-26T08:49:21
kn_gita-3rd_video_0005,gita-3rd_video,Maitreyi,BG 2.7,T1,0,0,,2026-08-26T08:49:31
kn_gita-3rd_video_0006,gita-3rd_video,Maitreyi,BG 2.8,T1,0,0,,2026-08-26T08:49:47
kn_gita-3rd_video_0007,gita-3rd_video,Maitreyi,BG 2.8,T2,0,0,,2026-08-26T08:49:59
kn_gita-3rd_video_0008,gita-3rd_video,Maitreyi,BG 2.8,T2,0,0,,2026-08-26T08:50:16
kn_gita-3rd_video_0009,gita-3rd_video,Maitreyi,BG 2.7,T2,0,0,,2026-08-26T08:50:45
kn_gita-3rd_video_0010,gita-3rd_video,Maitreyi,BG 2.8,T1,0,0,,2026-08-26T08:51:02
kn_gita-3rd_video_0010,gita-3rd_video,Maitreyi,BG 2.9,T1,0,0,,2026-08-26T08:51:02
kn_gita-3rd_video_0011,gita-3rd_video,Maitreyi,BG 2.9,T2,0,0,,2026-08-26T08:51:12
kn_gita-3rd_video_0012,gita-3rd_video,Maitreyi,BG 2.9,T1,0,0,OOS:non-Gita verse(mostly harivamsha),2026-08-26T08:52:14
kn_gita-3rd_video_0013,gita-3rd_video,Maitreyi,NONE,NONE,0,0,,2026-08-26T08:52:16
kn_gita-4th_video_0000,gita-4th_video,Maitreyi,BG 2.10,T1,0,0,,2026-08-26T14:08:21
kn_gita-4th_video_0001,gita-4th_video,Maitreyi,BG 2.10,T2,0,0,,2026-08-26T14:08:40
kn_gita-4th_video_0002,gita-4th_video,Maitreyi,BG 2.3,T2,0,0,,2026-08-26T14:09:34
kn_gita-4th_video_0002,gita-4th_video,Maitreyi,BG 2.10,T2,0,0,,2026-08-26T14:09:34
kn_gita-4th_video_0003,gita-4th_video,Maitreyi,BG 2.10,T2,0,0,,2026-08-26T14:09:46
kn_gita-4th_video_0003,gita-4th_video,Maitreyi,BG 2.7,T2,0,0,,2026-08-26T14:09:46
kn_gita-4th_video_0004,gita-4th_video,Maitreyi,BG 2.10,T1,0,0,,2026-08-26T14:09:57
kn_gita-4th_video_0005,gita-4th_video,Maitreyi,BG 2.11,T1,0,0,,2026-08-26T14:10:22
kn_gita-4th_video_0006,gita-4th_video,Maitreyi,BG 2.11,T2,0,0,,2026-08-26T14:11:04
kn_gita-4th_video_0007,gita-4th_video,Maitreyi,BG 2.11,T4,0,1,,2026-08-26T14:11:20
kn_gita-4th_video_0008,gita-4th_video,Maitreyi,BG 2.11,T2,0,0,,2026-08-26T14:11:31
kn_gita-4th_video_0009,gita-4th_video,Maitreyi,BG 2.11,T4,0,0,,2026-08-26T14:11:40
kn_gita-4th_video_0010,gita-4th_video,Maitreyi,BG 2.11,T2,0,0,,2026-08-26T14:12:07
kn_gita-4th_video_0011,gita-4th_video,Maitreyi,BG 2.11,T2,0,0,,2026-08-26T14:12:25
kn_gita-4th_video_0012,gita-4th_video,Maitreyi,BG 2.11,T2,0,0,,2026-08-26T14:12:35
kn_gita-4th_video_0013,gita-4th_video,Maitreyi,BG 2.11,T2,0,0,,2026-08-26T14:13:01
kn_gita-4th_video_0014,gita-4th_video,Maitreyi,BG 2.11,T2,0,0,,2026-08-26T14:13:06
